id,meaning_en,meaning_ja,word_class,english_word_id,parent_id
2898,"Transfer (a check, bill, or other document) to the legal ownership of another person.",他の人の法的所有権に小切手、請求書、またはその他の文書を転送します。,verb,1175,NULL
2899,Cease to support or look after (someone); desert.,（誰か）のサポートや世話をやめる;砂漠。,transitive verb,1176,NULL
2900,"Give up completely (a course of action, a practice, or a way of thinking)",完全にあきらめる（一連の行動、実践、または考え方）,transitive verb,1176,NULL
2901,Allow oneself to indulge in (a desire or impulse),自分が夢中になることを許可する（欲望または衝動）,transitive verb,1176,NULL
2902,Complete lack of inhibition or restraint.,抑制または抑制の完全な欠如。,noun,1176,NULL
2903,A person who manufactures articles of cast metal; the owner or operator of a foundry.,鋳造品を製造する人。鋳造所の所有者またはオペレーター。,noun,1178,NULL
2904,A person who establishes an institution or settlement.,機関または和解を設立する人。,noun,1178,NULL
2905,(of a ship) fill with water and sink.,（船の）水で満たし、沈めてください。,intransitive verb,1178,NULL
2906,"Laminitis in horses, ponies, or other hoofed animals.",馬、ポニー、その他の有蹄動物の蹄葉炎。,noun,1178,NULL
2907,Make (someone) very cold.,（誰か）を非常に冷やします。,transitive verb,1178,NULL
2908,Connected with God (or the gods) or dedicated to a religious purpose and so deserving veneration.,神（または神々）と繋がっている、または宗教的目的に捧げられているため、崇拝に値する。,adjective,1181,NULL
2909,Any paved area or surface.,舗装された領域または表面。,noun,1182,NULL
2910,"The main body or stalk of a plant or shrub, typically rising above ground but occasionally subterranean.",植物または低木の本体または茎。通常は地面より上に立ちますが、地下にあることもあります。,noun,1183,NULL
2911,"A long, thin supportive or main section of something.",何かの長くて薄い支持部分または主要部分。,noun,1183,NULL
2912,"The root or main part of a noun, adjective, or other word, to which inflections or formative elements are added.",名詞、形容詞、またはその他の単語の語幹または主要部分。語尾変化または形成的要素が追加されます。,noun,1183,NULL
2913,"The main upright timber or metal piece at the bow of a ship, to which the ship's sides are joined.",船首にある主な直立材または金属片で、船の側面が結合されています。,noun,1183,NULL
2914,A pipe used for smoking crack or opium.,クラックやアヘンの喫煙に使用されるパイプ。,noun,1183,NULL
2915,A sudden loud noise.,突然大きな音。,noun,1184,NULL
2916,A fringe of hair cut straight across the forehead.,額をまっすぐに切った髪のフリンジ。,noun,1184,NULL
2917,An act of sexual intercourse.,性行為。,noun,1184,NULL
2918,The character “!”; an exclamation point.,"キャラクター ""！"";感嘆符。",noun,1184,NULL
2919,Strike or put down (something) forcefully and noisily.,力強く、騒々しく（何か）ストライクまたは置く。,transitive verb,1184,NULL
2920,Have sex with (typically used of a man).,セックスをする（通常は男性が使用）。,transitive verb,1184,NULL
2921,Cut (hair) in a fringe.,フリンジで髪をカットします。,transitive verb,1184,NULL
2922,"(of music) have a loud, energetic beat that is good for dancing to.",（音楽の）踊りに適した大音量でエネルギッシュなビートを持っている。,transitive verb,1184,NULL
2923,Exactly.,丁度。,adverb,1184,NULL
2924,Used to express or imitate the sound of a sudden loud noise.,突然の大きな音を表現または模倣するために使用されます。,exclamation,1184,NULL
2925,Used to convey the suddenness of an action or process.,アクションまたはプロセスの突発性を伝えるために使用されます。,exclamation,1184,NULL
2926,The action of following or pursuing someone or something.,誰かまたは何かを追跡または追跡する行為。,noun,1185,NULL
2927,"An activity of a specified kind, especially a recreational or athletic one.",特定の種類のアクティビティ、特にレクリエーションまたはスポーツのアクティビティ。,noun,1185,NULL
2928,Respond or behave in a particular way in response to something.,何かに反応して特定の方法で応答または行動する。,intransitive verb,1186,NULL
2929,(especially of a muscle or someone's body) stretched tight or rigid.,（特に筋肉または誰かの体の）きついか堅い。,adjective,1187,NULL
2930,"Become tense, typically through anxiety or nervousness.",通常、不安や緊張によって緊張します。,intransitive verb,1187,NULL
2931,A set of forms taken by a verb to indicate the time (and sometimes also the continuance or completeness) of the action in relation to the time of the utterance.,発話の時間に関連するアクションの時間（および場合によっては継続または完全性）を示すために動詞が取る一連の形式。,noun,1187,NULL
2932,"A structure extending alongshore or out from the shore into a body of water, to which boats may be moored.",海岸に沿って、または海岸から船体が係留されている水域まで延びる構造物。,noun,1189,NULL
2933,Be carried slowly by a current of air or water.,空気や水の流れにゆっくりと運ばれる。,intransitive verb,1190,NULL
2934,(especially of snow or leaves) be blown into heaps by the wind.,（特に雪や葉）風によって山に吹き込まれます。,intransitive verb,1190,NULL
